# MIDI File Information
Filename,tx437pj1389-exp-tempo95.mid
Duration (seconds),584.53
Tempo Adjustment Factor,1.30
Resolution (ticks/beat),570

# Tempo Changes
Time (seconds),Tempo (BPM)
376.8313,64,Sustain Pedal,0
377.0576,64,Sustain Pedal,127
377.4565,64,Sustain Pedal,0
377.6710,64,Sustain Pedal,127
378.1549,64,Sustain Pedal,0
378.4295,64,Sustain Pedal,127
381.4787,64,Sustain Pedal,0
381.6853,64,Sustain Pedal,127
382.2502,64,Sustain Pedal,0
382.4699,64,Sustain Pedal,127
384.1481,64,Sustain Pedal,0
384.3978,64,Sustain Pedal,127
384.8801,64,Sustain Pedal,0
385.1323,64,Sustain Pedal,127
386.3257,64,Sustain Pedal,0
386.5923,64,Sustain Pedal,127
388.7274,64,Sustain Pedal,0
388.9848,64,Sustain Pedal,127
389.9595,64,Sustain Pedal,0
390.2926,64,Sustain Pedal,127
391.2333,64,Sustain Pedal,0
391.5221,64,Sustain Pedal,127
392.5631,64,Sustain Pedal,0
392.8178,64,Sustain Pedal,127
393.9553,64,Sustain Pedal,0
394.2505,64,Sustain Pedal,127
395.6439,67,Control 67,0
395.9796,67,Control 67,0
398.5582,64,Sustain Pedal,0
398.8832,64,Sustain Pedal,127
400.4602,64,Sustain Pedal,0
400.7422,64,Sustain Pedal,127
401.1064,64,Sustain Pedal,0
401.3245,64,Sustain Pedal,127
401.7629,64,Sustain Pedal,0
401.9861,64,Sustain Pedal,127
402.5603,64,Sustain Pedal,0
402.8721,64,Sustain Pedal,127
404.3689,64,Sustain Pedal,0
404.6508,64,Sustain Pedal,127
406.5558,64,Sustain Pedal,0
406.8245,64,Sustain Pedal,127
409.1490,64,Sustain Pedal,0
409.4321,64,Sustain Pedal,127
410.7378,64,Sustain Pedal,0
411.0768,64,Sustain Pedal,127
411.9087,64,Sustain Pedal,0
412.1982,64,Sustain Pedal,127
413.1983,64,Sustain Pedal,0
413.4525,64,Sustain Pedal,127
414.7017,64,Sustain Pedal,0
415.0003,64,Sustain Pedal,127
416.0992,64,Sustain Pedal,0
416.3729,64,Sustain Pedal,127
419.1218,67,Control 67,127
419.1570,64,Sustain Pedal,0
419.5688,64,Sustain Pedal,127
421.2406,64,Sustain Pedal,0
421.4999,64,Sustain Pedal,127
421.8491,64,Sustain Pedal,0
422.1513,64,Sustain Pedal,127
422.5709,64,Sustain Pedal,0
422.8119,64,Sustain Pedal,127
423.1819,64,Sustain Pedal,0
423.5428,64,Sustain Pedal,127
425.4369,64,Sustain Pedal,0
425.7495,64,Sustain Pedal,127
426.9880,64,Sustain Pedal,0
427.3162,64,Sustain Pedal,127
430.6641,64,Sustain Pedal,0
430.9674,64,Sustain Pedal,127
433.0165,64,Sustain Pedal,0
433.2963,64,Sustain Pedal,127
434.6110,64,Sustain Pedal,0
434.9559,64,Sustain Pedal,127
438.3952,64,Sustain Pedal,0
438.7075,64,Sustain Pedal,127
439.8315,67,Control 67,0
440.8162,67,Control 67,0
441.9973,64,Sustain Pedal,0
442.3810,64,Sustain Pedal,127
446.2849,64,Sustain Pedal,0
446.6086,64,Sustain Pedal,127
449.7391,64,Sustain Pedal,0
449.9847,64,Sustain Pedal,127
450.8023,64,Sustain Pedal,0
451.1051,64,Sustain Pedal,127
454.3032,64,Sustain Pedal,0
454.5306,64,Sustain Pedal,127
457.5032,64,Sustain Pedal,0
457.7448,64,Sustain Pedal,127
460.9253,64,Sustain Pedal,0
461.2058,64,Sustain Pedal,127
463.8520,64,Sustain Pedal,0
464.1129,64,Sustain Pedal,127
464.8516,64,Sustain Pedal,0
465.0982,64,Sustain Pedal,127
466.8508,64,Sustain Pedal,0
467.1181,64,Sustain Pedal,127
469.9107,64,Sustain Pedal,0
470.1586,64,Sustain Pedal,127
471.0903,64,Sustain Pedal,0
471.3576,64,Sustain Pedal,127
473.1997,64,Sustain Pedal,0
473.5356,64,Sustain Pedal,127
475.3412,64,Sustain Pedal,0
475.6474,64,Sustain Pedal,127
476.4347,64,Sustain Pedal,0
476.7342,64,Sustain Pedal,127
478.4548,64,Sustain Pedal,0
478.7971,64,Sustain Pedal,127
479.7476,64,Sustain Pedal,0
480.0678,64,Sustain Pedal,127
482.1057,64,Sustain Pedal,0
482.4362,64,Sustain Pedal,127
484.1082,64,Sustain Pedal,0
484.3700,64,Sustain Pedal,127
490.6695,64,Sustain Pedal,0
493.4358,64,Sustain Pedal,127
493.9629,64,Sustain Pedal,0
494.3086,64,Sustain Pedal,127
495.1788,64,Sustain Pedal,0
495.5439,64,Sustain Pedal,127
496.3491,64,Sustain Pedal,0
496.6184,64,Sustain Pedal,127
497.5013,64,Sustain Pedal,0
497.7874,64,Sustain Pedal,127
501.2639,67,Control 67,127
501.6922,64,Sustain Pedal,0
502.1063,64,Sustain Pedal,127
503.0613,64,Sustain Pedal,0
503.3628,64,Sustain Pedal,127
504.4691,64,Sustain Pedal,0
504.7460,64,Sustain Pedal,127
505.7640,64,Sustain Pedal,0
506.0602,64,Sustain Pedal,127
506.9242,64,Sustain Pedal,0
507.2075,64,Sustain Pedal,127
508.1557,64,Sustain Pedal,0
508.3950,64,Sustain Pedal,127
509.4335,64,Sustain Pedal,0
509.7671,64,Sustain Pedal,127
510.6903,64,Sustain Pedal,0
510.9527,64,Sustain Pedal,127
512.0777,64,Sustain Pedal,0
512.3388,64,Sustain Pedal,127
513.5930,64,Sustain Pedal,0
513.9278,64,Sustain Pedal,127
515.3715,64,Sustain Pedal,0
515.8769,67,Control 67,127
516.0552,64,Sustain Pedal,127
518.3662,64,Sustain Pedal,0
518.8545,64,Sustain Pedal,127
522.5004,64,Sustain Pedal,0
523.0792,64,Sustain Pedal,127
524.9440,64,Sustain Pedal,0
525.1997,64,Sustain Pedal,127
528.2692,64,Sustain Pedal,0
529.3575,64,Sustain Pedal,127
533.0737,67,Control 67,0
543.3872,64,Sustain Pedal,0
543.6361,64,Sustain Pedal,127
552.9174,64,Sustain Pedal,0
553.2201,64,Sustain Pedal,127
555.9809,64,Sustain Pedal,0
556.3646,64,Sustain Pedal,127
564.6475,67,Control 67,127
567.4489,64,Sustain Pedal,0
571.4834,64,Sustain Pedal,0

# Instrument 2: Unnamed 
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Note-on Velocity,Note-off Velocity
1,0.6154,1.6005,0.9852,75,D#5,94,47,0
2,1.4818,2.3725,0.8907,72,C5,100,50,0
3,2.2632,3.0283,0.7652,68,G#4,92,46,0
4,8.4520,9.2196,0.7676,68,G#4,90,45,0
5,9.1508,10.0747,0.9239,70,A#4,84,42,0
6,9.7403,11.5000,1.7597,67,G4,76,38,0
7,10.0208,12.2295,2.2088,75,D#5,82,41,0
8,11.9760,12.4534,0.4774,67,G4,76,38,0
9,12.4493,13.9690,1.5197,75,D#5,86,43,0
10,13.8746,14.7322,0.8575,71,B4,84,42,0
11,14.5556,15.2417,0.6861,68,G#4,88,44,0
12,19.1803,19.9349,0.7546,67,G4,88,44,0
13,19.8244,20.2421,0.4177,68,G#4,94,47,0
14,20.2812,20.6274,0.3463,70,A#4,98,49,0
15,20.6490,21.0815,0.4325,71,B4,96,48,0
16,20.9953,21.4696,0.4743,73,C#5,94,47,0
17,21.1529,22.9395,1.7866,68,G#4,78,39,0
18,21.3739,23.0716,1.6977,75,D#5,82,41,0
19,23.3653,24.0282,0.6629,72,C5,84,42,0
20,23.8194,25.7940,1.9746,69,A4,78,39,0
21,23.9595,25.7859,1.8264,75,D#5,82,41,0
22,26.1401,27.0412,0.9010,70,A#4,84,42,0
23,26.1469,27.0169,0.8701,67,G4,84,42,0
24,27.0129,28.5523,1.5394,68,G#4,76,38,0
25,27.0129,28.7570,1.7441,72,C5,76,38,0
26,29.0156,29.6188,0.6032,68,G#4,76,38,0
27,29.3724,30.4266,1.0541,75,D#5,94,47,0
28,29.9244,30.7928,0.8684,72,C5,76,38,0
29,30.3391,31.2640,0.9249,80,G#5,94,47,0
30,30.8816,31.0849,0.2033,75,D#5,76,38,0
31,30.8830,31.0930,0.2100,72,C5,76,38,0
32,31.2519,31.4269,0.1750,75,D#5,76,38,0
33,31.2532,31.4444,0.1912,72,C5,76,38,0
34,31.5386,31.7823,0.2437,75,D#5,76,38,0
35,31.5467,31.8079,0.2612,72,C5,78,39,0
36,31.5871,32.1000,0.5129,80,G#5,90,45,0
37,31.8967,32.2333,0.3366,75,D#5,76,38,0
38,31.9048,32.2508,0.3460,72,C5,76,38,0
39,31.9062,32.2427,0.3366,70,A#4,76,38,0
40,31.9883,32.7180,0.7297,78,F#5,100,50,0
41,32.3612,32.5389,0.1777,75,D#5,76,38,0
42,32.3626,32.5389,0.1764,70,A#4,76,38,0
43,32.3626,32.5470,0.1844,72,C5,76,38,0
44,32.6493,32.8836,0.2343,75,D#5,76,38,0
45,32.6601,32.8499,0.1898,70,A#4,76,38,0
46,32.6668,32.8499,0.1831,72,C5,76,38,0
47,32.9630,33.2632,0.3002,72,C5,76,38,0
48,32.9630,33.4167,0.4537,70,A#4,76,38,0
49,32.9711,33.3305,0.3595,75,D#5,76,38,0
50,33.0438,33.5809,0.5372,78,F#5,94,47,0
51,33.4046,33.7654,0.3608,69,A4,76,38,0
52,33.4221,33.7815,0.3595,72,C5,76,38,0
53,33.5123,35.1180,1.6057,77,F5,96,48,0
54,33.8933,34.0669,0.1736,69,A4,76,38,0
55,33.9162,34.0669,0.1507,75,D#5,76,38,0
56,33.9175,34.0683,0.1507,72,C5,76,38,0
57,34.1867,34.3549,0.1682,75,D#5,76,38,0
58,34.1867,34.3549,0.1682,69,A4,76,38,0
59,34.2028,34.3643,0.1615,72,C5,76,38,0
60,34.4841,34.6698,0.1857,69,A4,76,38,0
61,34.4922,34.6604,0.1682,75,D#5,76,38,0
62,34.4922,34.6698,0.1776,72,C5,76,38,0
63,34.7344,34.9793,0.2449,70,A#4,80,40,0
64,34.7344,34.9793,0.2449,67,G4,80,40,0
65,34.7506,34.9793,0.2288,75,D#5,80,40,0
66,35.0345,35.1933,0.1588,67,G4,76,38,0
67,35.0426,35.1920,0.1494,75,D#5,76,38,0
68,35.0426,35.1933,0.1507,70,A#4,76,38,0
69,35.2619,35.4948,0.2328,75,D#5,76,38,0
70,35.2633,35.5203,0.2570,67,G4,76,38,0
71,35.2714,35.5123,0.2409,70,A#4,76,38,0
72,35.3440,35.8285,0.4845,77,F5,96,48,0
73,35.6361,35.8379,0.2019,67,G4,76,38,0
74,35.6428,35.8299,0.1871,75,D#5,76,38,0
75,35.6428,35.8460,0.2032,70,A#4,76,38,0
76,35.8622,36.2618,0.3997,69,A4,80,40,0
77,35.8702,36.2538,0.3835,75,D#5,82,41,0
78,35.9362,36.6158,0.6796,77,F5,104,52,0
79,36.3668,36.5256,0.1588,69,A4,76,38,0
80,36.3910,36.5350,0.1440,75,D#5,76,38,0
81,36.6212,36.9778,0.3566,69,A4,80,40,0
82,36.6292,36.8203,0.1911,75,D#5,80,40,0
83,36.7342,37.4757,0.7415,87,D#6,102,51,0
84,37.1164,37.3277,0.2113,69,A4,76,38,0
85,37.1325,37.3035,0.1709,75,D#5,76,38,0
86,37.3654,37.6426,0.2772,69,A4,88,44,0
87,37.4138,38.1553,0.7415,86,D6,102,51,0
88,37.7449,37.9265,0.1817,75,D#5,76,38,0
89,37.7462,37.9508,0.2046,69,A4,76,38,0
90,38.0059,38.2670,0.2611,69,A4,80,40,0
91,38.0154,38.2670,0.2517,75,D#5,84,42,0
92,38.0625,38.8901,0.8276,84,C6,98,49,0
93,38.3814,38.5765,0.1951,75,D#5,76,38,0
94,38.3814,38.5846,0.2032,69,A4,76,38,0
95,38.6559,39.0811,0.4252,70,A#4,78,39,0
96,38.6640,39.0824,0.4184,67,G4,78,39,0
97,38.7542,39.6905,0.9363,82,A#5,94,47,0
98,39.2439,39.4174,0.1735,70,A#4,76,38,0
99,39.2439,39.4268,0.1829,67,G4,76,38,0
100,39.2519,39.4255,0.1735,75,D#5,76,38,0
101,39.4726,39.7483,0.2758,75,D#5,80,40,0
102,39.4820,39.7497,0.2677,70,A#4,80,40,0
103,39.4820,39.7672,0.2852,67,G4,80,40,0
104,39.5627,40.3483,0.7856,79,G5,104,52,0
105,39.8869,40.0550,0.1682,75,D#5,76,38,0
106,39.8963,40.0550,0.1587,70,A#4,76,38,0
107,39.8963,40.3335,0.4372,67,G4,76,38,0
108,40.1573,40.4882,0.3309,75,D#5,76,38,0
109,40.1586,40.5622,0.4036,70,A#4,76,38,0
110,40.2447,41.1043,0.8596,77,F5,92,46,0
111,40.6604,40.8554,0.1951,75,D#5,76,38,0
112,40.6617,40.8635,0.2018,70,A#4,76,38,0
113,40.9631,41.3222,0.3592,70,A#4,78,39,0
114,41.0438,41.5940,0.5502,79,G5,80,40,0
115,41.0532,41.3128,0.2596,74,D5,80,40,0
116,41.4446,41.6948,0.2502,70,A#4,82,41,0
117,41.5321,41.6935,0.1614,80,G#5,80,40,0
118,41.7729,42.1038,0.3309,82,A#5,88,44,0
119,41.9558,42.3379,0.3820,75,D#5,78,39,0
120,41.9625,42.6217,0.6592,79,G5,80,40,0
121,42.0177,42.7535,0.7358,87,D#6,96,48,0
122,42.4643,42.6136,0.1493,82,A#5,80,40,0
123,42.4643,42.6136,0.1493,75,D#5,80,40,0
124,42.7347,42.9123,0.1776,82,A#5,76,38,0
125,42.7428,42.9042,0.1614,75,D#5,76,38,0
126,42.7441,42.9123,0.1682,79,G5,76,38,0
127,42.9594,43.2271,0.2677,79,G5,76,38,0
128,42.9594,43.2271,0.2677,75,D#5,76,38,0
129,43.0239,43.5015,0.4776,87,D#6,84,42,0
130,43.3091,43.6508,0.3417,79,G5,80,40,0
131,43.3091,43.9641,0.6550,75,D#5,80,40,0
132,43.3737,44.1954,0.8217,85,C#6,100,50,0
133,43.7207,43.8243,0.1035,79,G5,76,38,0
134,43.7221,43.9722,0.2501,82,A#5,76,38,0
135,44.0192,44.1954,0.1762,82,A#5,80,40,0
136,44.0273,44.1873,0.1600,79,G5,80,40,0
137,44.3500,44.5275,0.1775,79,G5,78,39,0
138,44.3594,44.5356,0.1762,82,A#5,78,39,0
139,44.4159,44.7978,0.3819,85,C#6,94,47,0
140,44.6485,45.0022,0.3537,82,A#5,82,41,0
141,44.6485,45.0022,0.3537,79,G5,82,41,0
142,44.7131,46.4262,1.7131,84,C6,102,51,0
143,45.0977,45.3047,0.2071,82,A#5,76,38,0
144,45.1044,45.3128,0.2084,79,G5,76,38,0
145,45.4029,45.5885,0.1856,82,A#5,80,40,0
146,45.4110,45.5885,0.1775,79,G5,78,39,0
147,45.6786,45.8951,0.2165,82,A#5,76,38,0
148,45.6853,45.9018,0.2165,79,G5,76,38,0
149,46.0255,46.2353,0.2098,82,A#5,80,40,0
150,46.0322,46.2433,0.2111,77,F5,80,40,0
151,46.3482,46.5661,0.2178,82,A#5,76,38,0
152,46.3563,46.5741,0.2178,77,F5,76,38,0
153,46.6131,46.7583,0.1452,82,A#5,80,40,0
154,46.6198,46.7570,0.1372,77,F5,80,40,0
155,46.6723,47.1402,0.4679,84,C6,96,48,0
156,46.9547,47.1483,0.1936,77,F5,80,40,0
157,46.9560,47.1483,0.1923,82,A#5,80,40,0
158,47.2290,47.5248,0.2958,76,E5,86,43,0
159,47.2384,47.5167,0.2783,82,A#5,86,43,0
160,47.3191,47.7857,0.4666,84,C6,106,53,0
161,47.5786,47.7857,0.2071,76,E5,84,42,0
162,47.5853,47.7870,0.2017,82,A#5,86,43,0
163,47.8314,48.0748,0.2434,82,A#5,92,46,0
164,47.8489,48.0586,0.2098,76,E5,96,48,0
165,47.9201,48.1810,0.2609,94,A#6,120,60,0
166,48.3235,48.4594,0.1358,82,A#5,78,39,0
167,48.3235,48.4674,0.1439,76,E5,78,39,0
168,48.6207,48.9715,0.3508,82,A#5,78,39,0
169,48.6274,48.9715,0.3441,77,F5,80,40,0
170,48.6838,48.9702,0.2863,93,A6,98,49,0
171,49.0911,49.2444,0.1532,77,F5,76,38,0
172,49.0925,49.2444,0.1519,82,A#5,76,38,0
173,49.3653,49.7229,0.3575,79,G5,80,40,0
174,49.3747,49.7242,0.3495,82,A#5,82,41,0
175,49.4218,50.0199,0.5981,91,G6,96,48,0
176,49.8291,50.0280,0.1989,79,G5,76,38,0
177,49.8371,50.0293,0.1922,82,A#5,76,38,0
178,50.0710,50.4353,0.3643,77,F5,78,39,0
179,50.0723,50.4353,0.3629,82,A#5,78,39,0
180,50.1436,51.0616,0.9180,89,F6,94,47,0
181,50.5912,50.8116,0.2204,77,F5,76,38,0
182,50.5925,50.8116,0.2191,82,A#5,76,38,0
183,50.8748,51.1342,0.2594,77,F5,80,40,0
184,50.8761,51.1181,0.2419,82,A#5,80,40,0
185,50.8936,51.6060,0.7124,70,A#4,80,40,0
186,50.9245,51.4877,0.5632,86,D6,88,44,0
187,51.2767,51.5133,0.2366,77,F5,76,38,0
188,51.2780,51.5146,0.2366,82,A#5,76,38,0
189,51.5455,51.9138,0.3683,82,A#5,80,40,0
190,51.5522,51.9138,0.3616,77,F5,80,40,0
191,51.5872,52.4757,0.8885,75,D#5,82,41,0
192,51.6114,52.3695,0.7581,84,C6,90,45,0
193,52.0106,52.1947,0.1841,77,F5,76,38,0
194,52.0119,52.2042,0.1922,82,A#5,76,38,0
195,52.2418,52.5738,0.3320,81,A5,80,40,0
196,52.2418,52.5738,0.3320,77,F5,80,40,0
197,52.2660,52.6773,0.4113,86,D6,88,44,0
198,52.4891,52.7606,0.2715,74,D5,78,39,0
199,52.6087,52.7996,0.1909,81,A5,98,49,0
200,52.6087,53.0752,0.4664,87,D#6,98,49,0
201,52.6168,52.8077,0.1909,77,F5,100,50,0
202,52.7418,52.9905,0.2487,72,C5,76,38,0
203,52.9945,54.1730,1.1785,86,D6,96,48,0
204,52.9959,53.3924,0.3965,82,A#5,96,48,0
205,53.0039,53.8922,0.8883,77,F5,98,49,0
206,53.3803,53.8183,0.4380,70,A#4,82,41,0
207,53.4286,53.4904,0.0618,82,A#5,80,40,0
208,53.6678,54.2751,0.6073,74,D5,88,44,0
209,53.7256,53.9499,0.2244,82,A#5,106,53,0
210,54.0373,54.3154,0.2781,77,F5,80,40,0
211,54.0467,54.6177,0.5710,82,A#5,82,41,0
212,54.2146,54.8475,0.6328,72,C5,84,42,0
213,54.3033,54.9671,0.6637,87,D#6,112,56,0
214,54.3383,54.6177,0.2795,77,F5,116,58,0
215,54.6553,55.0410,0.3856,82,A#5,82,41,0
216,54.6621,54.7803,0.1182,77,F5,82,41,0
217,54.7628,55.1390,0.3762,74,D5,84,42,0
218,54.8582,55.0719,0.2136,81,A5,76,38,0
219,54.8663,55.0893,0.2230,77,F5,76,38,0
220,54.9872,55.2761,0.2889,86,D6,96,48,0
221,55.0692,55.2855,0.2163,75,D#5,84,42,0
222,55.1256,55.3097,0.1841,81,A5,76,38,0
223,55.1350,55.3097,0.1747,77,F5,76,38,0
224,55.2331,55.5018,0.2687,84,C6,96,48,0
225,55.3661,56.1400,0.7739,73,C#5,78,39,0
226,55.3903,55.7423,0.3520,77,F5,78,39,0
227,55.4091,55.7343,0.3252,82,A#5,80,40,0
228,55.4561,56.1387,0.6826,89,F6,94,47,0
229,55.8229,56.0728,0.2499,77,F5,82,41,0
230,55.8323,56.0487,0.2163,82,A#5,82,41,0
231,56.0298,56.6506,0.6207,70,A#4,88,44,0
232,56.0943,56.7003,0.6060,85,C#6,108,54,0
233,56.0957,56.3133,0.2177,82,A#5,108,54,0
234,56.1105,56.3053,0.1948,77,F5,112,56,0
235,56.3913,56.6103,0.2190,77,F5,82,41,0
236,56.3926,56.6116,0.2190,82,A#5,82,41,0
237,56.5915,57.4688,0.8774,75,D#5,88,44,0
238,56.6479,57.2902,0.6422,84,C6,106,53,0
239,56.6546,56.9247,0.2701,77,F5,108,54,0
240,56.6640,56.9247,0.2607,82,A#5,110,55,0
241,57.0053,57.2082,0.2029,82,A#5,76,38,0
242,57.0120,57.2001,0.1881,77,F5,76,38,0
243,57.2458,57.5024,0.2566,81,A5,96,48,0
244,57.2458,57.6328,0.3870,85,C#6,96,48,0
245,57.2619,57.5118,0.2499,77,F5,100,50,0
246,57.4245,57.7147,0.2902,73,C#5,78,39,0
247,57.5401,57.9203,0.3802,87,D#6,102,51,0
248,57.5481,57.8464,0.2983,81,A5,106,53,0
249,57.5562,57.8881,0.3319,77,F5,108,54,0
250,57.6704,57.9552,0.2848,72,C5,78,39,0
251,57.8679,58.5946,0.7267,73,C#5,82,41,0
252,57.9257,58.2280,0.3023,77,F5,100,50,0
253,57.9270,58.2280,0.3009,80,G#5,100,50,0
254,57.9270,58.6269,0.6998,85,C#6,100,50,0
255,58.3435,58.5369,0.1934,77,F5,76,38,0
256,58.3515,58.5288,0.1773,80,G#5,76,38,0
257,58.5758,59.4005,0.8246,68,G#4,88,44,0
258,58.6148,59.0714,0.4566,84,C6,100,50,0
259,58.6295,58.9720,0.3425,73,C#5,106,53,0
260,59.0016,59.6516,0.6500,73,C#5,82,41,0
261,59.0096,59.4340,0.4244,82,A#5,82,41,0
262,59.3226,60.4306,1.1080,70,A#4,80,40,0
263,59.3723,60.0599,0.6876,79,G5,92,46,0
264,59.7309,59.9645,0.2337,73,C#5,76,38,0
265,59.9672,60.3715,0.4043,80,G#5,98,49,0
266,60.0089,60.2506,0.2418,73,C#5,100,50,0
267,60.1485,60.4306,0.2820,68,G#4,78,39,0
268,60.2882,60.6965,0.4083,82,A#5,100,50,0
269,60.3043,60.6119,0.3076,73,C#5,104,52,0
270,60.3863,60.6629,0.2767,67,G4,76,38,0
271,60.6012,61.0350,0.4338,68,G#4,86,43,0
272,60.6267,61.3801,0.7535,85,C#6,94,47,0
273,60.6589,60.8765,0.2176,73,C#5,104,52,0
274,61.0068,61.2579,0.2512,73,C#5,76,38,0
275,61.1881,61.9281,0.7400,68,G#4,76,38,0
276,61.2955,61.9926,0.6971,80,G#5,98,49,0
277,61.3036,61.4634,0.1598,73,C#5,100,50,0
278,61.6246,61.9120,0.2874,73,C#5,80,40,0
279,61.8516,63.0469,1.1953,70,A#4,76,38,0
280,61.9335,62.6346,0.7011,79,G5,102,51,0
281,61.9415,62.1685,0.2270,73,C#5,104,52,0
282,62.2961,62.5150,0.2189,73,C#5,82,41,0
283,62.5486,62.9475,0.3989,80,G#5,102,51,0
284,62.5499,62.8400,0.2901,73,C#5,104,52,0
285,62.7554,63.0388,0.2834,68,G#4,84,42,0
286,62.8777,63.2227,0.3451,73,C#5,112,56,0
287,62.8777,63.3140,0.4364,82,A#5,112,56,0
288,63.0120,63.3315,0.3195,67,G4,78,39,0
289,63.2617,63.5047,0.2430,73,C#5,100,50,0
290,63.2617,63.7356,0.4739,68,G#4,100,50,0
291,63.2684,64.0806,0.8122,85,C#6,102,51,0
292,63.6832,63.9423,0.2591,73,C#5,76,38,0
293,63.9235,64.8244,0.9008,68,G#4,78,39,0
294,63.9786,64.8217,0.8431,80,G#5,88,44,0
295,63.9960,64.2390,0.2430,73,C#5,94,47,0
296,64.3773,64.7170,0.3397,73,C#5,76,38,0
297,64.6968,65.4997,0.8028,70,A#4,92,46,0
298,64.7532,65.6218,0.8686,79,G5,98,49,0
299,64.7613,65.0620,0.3007,73,C#5,98,49,0
300,65.1815,65.3909,0.2094,73,C#5,76,38,0
301,65.5185,65.8729,0.3544,73,C#5,90,45,0
302,65.5265,65.9870,0.4605,80,G#5,92,46,0
303,65.7789,66.0864,0.3074,68,G#4,94,47,0
304,65.9185,66.2998,0.3813,73,C#5,92,46,0
305,65.9199,66.4139,0.4941,82,A#5,92,46,0
306,66.0501,66.3656,0.3155,67,G4,88,44,0
307,66.3589,67.5027,1.1438,85,C#6,94,47,0
308,66.3616,66.9375,0.5759,68,G#4,94,47,0
309,66.3696,66.6475,0.2779,73,C#5,94,47,0
310,66.8570,67.2409,0.3840,73,C#5,86,43,0
311,67.2772,68.1658,0.8886,68,G#4,90,45,0
312,67.2852,67.5618,0.2766,73,C#5,90,45,0
313,67.2852,68.1564,0.8712,80,G#5,90,45,0
314,67.8316,68.0745,0.2429,73,C#5,78,39,0
315,68.4664,69.5199,1.0535,70,A#4,76,38,0
316,68.4745,69.2139,0.7394,79,G5,76,38,0
317,68.4986,69.0233,0.5247,73,C#5,76,38,0
318,69.9252,70.4874,0.5623,87,D#6,92,46,0
319,69.9426,70.4391,0.4965,75,D#5,94,47,0
320,70.3948,70.8458,0.4509,79,G5,86,43,0
321,70.7840,71.2994,0.5153,80,G#5,108,54,0
322,70.7840,71.5892,0.8052,84,C6,108,54,0
323,71.2484,71.5825,0.3342,76,E5,84,42,0
324,71.5221,72.1891,0.6670,80,G#5,90,45,0
325,71.5369,71.8697,0.3328,77,F5,90,45,0
326,71.8576,72.1998,0.3422,72,C5,84,42,0
327,72.1716,72.5246,0.3529,73,C#5,90,45,0
328,72.1784,72.8184,0.6401,77,F5,90,45,0
329,72.5045,72.8359,0.3314,69,A4,84,42,0
330,72.7996,73.1377,0.3380,70,A#4,82,41,0
331,72.8077,73.4422,0.6345,73,C#5,82,41,0
332,73.3979,73.7963,0.3984,67,G4,78,39,0
333,73.3979,74.0378,0.6399,70,A#4,78,39,0
334,74.0579,74.1787,0.1207,72,C5,80,40,0
335,74.0579,74.3168,0.2589,69,A4,80,40,0
336,74.1746,74.2605,0.0859,73,C#5,78,39,0
337,74.2484,74.3423,0.0939,72,C5,76,38,0
338,74.3222,74.4081,0.0859,73,C#5,76,38,0
339,74.4054,74.4993,0.0939,72,C5,78,39,0
340,74.4711,74.5570,0.0859,73,C#5,80,40,0
341,74.5368,74.6401,0.1033,72,C5,78,39,0
342,74.6120,74.7139,0.1020,70,A#4,76,38,0
343,74.6938,74.7863,0.0926,72,C5,78,39,0
344,74.7823,75.5523,0.7700,73,C#5,78,39,0
345,74.7917,75.1780,0.3863,70,A#4,80,40,0
346,75.5255,76.2029,0.6774,70,A#4,80,40,0
347,75.5349,76.0218,0.4869,67,G4,82,41,0
348,76.1654,76.9179,0.7526,72,C5,80,40,0
349,76.1667,76.9099,0.7432,68,G#4,80,40,0
350,76.5557,76.9179,0.3622,70,A#4,76,38,0
351,76.8388,77.5082,0.6694,75,D#5,80,40,0
352,76.8576,77.1969,0.3394,67,G4,80,40,0
353,77.1835,77.5926,0.4091,70,A#4,76,38,0
354,77.5055,78.2282,0.7228,80,G#5,80,40,0
355,77.9225,78.2390,0.3165,73,C#5,78,39,0
356,78.2685,78.6815,0.4130,74,D5,86,43,0
357,78.2752,78.6989,0.4237,82,A#5,86,43,0
358,79.0341,79.5852,0.5511,75,D#5,94,47,0
359,79.1736,79.8253,0.6517,87,D#6,114,57,0
360,79.7448,80.1806,0.4358,67,G4,76,38,0
361,80.1042,80.4890,0.3848,70,A#4,76,38,0
362,80.4193,80.8108,0.3915,75,D#5,76,38,0
363,80.7505,81.1863,0.4358,79,G5,76,38,0
364,81.1273,81.6570,0.5297,82,A#5,76,38,0
365,81.6127,82.1866,0.5739,75,D#5,94,47,0
366,81.6355,82.8328,1.1972,87,D#6,102,51,0
367,82.1424,82.5285,0.3861,78,F#5,76,38,0
368,82.4695,83.1880,0.7184,75,D#5,82,41,0
369,82.7724,83.2375,0.4651,79,G5,78,39,0
370,83.0700,83.9037,0.8337,83,B5,84,42,0
371,83.0767,83.4681,0.3914,80,G#5,86,43,0
372,83.4493,83.7563,0.3069,75,D#5,78,39,0
373,83.7523,84.4426,0.6903,80,G#5,80,40,0
374,83.7616,84.0954,0.3338,76,E5,80,40,0
375,84.0927,84.4359,0.3431,72,C5,76,38,0
376,84.4144,85.1570,0.7426,76,E5,80,40,0
377,84.4399,84.7897,0.3498,73,C#5,80,40,0
378,84.7455,85.0993,0.3539,68,G#4,76,38,0
