# MIDI File Information
Filename,Bond.mid
Duration (seconds),111.07
Tempo Adjustment Factor,1.00
Resolution (ticks/beat),480

# Tempo Changes
Time (s),Tempo (BPM)
0.0000,143.00

# Instrument 1: Sequence*Demixed 02
Bank,Program,Program Name,Is Drum
0,35,Fretless Bass,False
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Original Velocity,Note-off Velocity
912,87.9020,87.9151,0.0131,51,D#3,49,49,0
913,88.0069,88.0200,0.0131,51,D#3,49,49,0
914,88.1118,88.1249,0.0131,51,D#3,58,58,0
915,88.3216,88.3347,0.0131,44,G#2,63,63,0
916,88.3216,88.3347,0.0131,51,D#3,42,42,0
917,88.4265,88.4396,0.0131,51,D#3,47,47,0
918,88.5314,88.5445,0.0131,40,E2,98,98,0
919,88.5314,88.5445,0.0131,51,D#3,56,56,0
920,88.7412,88.7543,0.0131,44,G#2,63,63,0
921,88.7412,88.7543,0.0131,51,D#3,47,47,0
922,88.8461,88.8592,0.0131,51,D#3,56,56,0
923,88.9510,88.9641,0.0131,51,D#3,49,49,0
924,89.1608,89.1739,0.0131,44,G#2,64,64,0
925,89.1608,89.1739,0.0131,51,D#3,40,40,0
926,89.2656,89.2788,0.0131,51,D#3,40,40,0
927,89.3705,89.3837,0.0131,40,E2,100,100,0
928,89.3705,89.3837,0.0131,51,D#3,56,56,0
929,89.5803,89.5934,0.0131,44,G#2,63,63,0
930,89.5803,89.5934,0.0131,51,D#3,49,49,0
931,89.6852,89.6983,0.0131,51,D#3,49,49,0
932,89.7901,89.8032,0.0131,51,D#3,58,58,0
933,89.9999,90.0130,0.0131,44,G#2,63,63,0
934,89.9999,90.0130,0.0131,51,D#3,42,42,0
935,90.1048,90.1179,0.0131,51,D#3,47,47,0
936,90.2097,90.2228,0.0131,40,E2,98,98,0
937,90.2097,90.2228,0.0131,51,D#3,56,56,0
938,90.4195,90.4326,0.0131,44,G#2,63,63,0
939,90.4195,90.4326,0.0131,51,D#3,47,47,0
940,90.5244,90.5375,0.0131,51,D#3,56,56,0
941,90.6293,90.6424,0.0131,51,D#3,56,56,0
942,90.8391,90.8522,0.0131,44,G#2,64,64,0
943,90.8391,90.8522,0.0131,51,D#3,40,40,0
944,90.9440,90.9571,0.0131,51,D#3,40,40,0
945,91.0489,91.0620,0.0131,40,E2,100,100,0
946,91.0489,91.0620,0.0131,51,D#3,56,56,0
947,91.2587,91.2718,0.0131,44,G#2,63,63,0
948,91.2587,91.2718,0.0131,51,D#3,49,49,0
949,91.3635,91.3767,0.0131,51,D#3,49,49,0
950,91.4684,91.4816,0.0131,51,D#3,58,58,0
951,91.6782,91.6913,0.0131,44,G#2,63,63,0
952,91.6782,91.6913,0.0131,51,D#3,42,42,0
953,91.7831,91.7962,0.0131,51,D#3,47,47,0
954,91.8880,91.9011,0.0131,40,E2,98,98,0
955,91.8880,91.9011,0.0131,51,D#3,56,56,0
956,92.0978,92.1109,0.0131,44,G#2,63,63,0
957,92.0978,92.1109,0.0131,51,D#3,47,47,0
958,92.2027,92.2158,0.0131,51,D#3,56,56,0
959,92.3076,92.3207,0.0131,51,D#3,49,49,0
960,92.5174,92.5305,0.0131,44,G#2,64,64,0
961,92.5174,92.5305,0.0131,51,D#3,40,40,0
962,92.6223,92.6354,0.0131,51,D#3,40,40,0
963,92.7272,92.7403,0.0131,40,E2,100,100,0
964,92.7272,92.7403,0.0131,51,D#3,56,56,0
965,92.9370,92.9501,0.0131,44,G#2,63,63,0
966,92.9370,92.9501,0.0131,51,D#3,49,49,0
967,93.0419,93.0550,0.0131,51,D#3,49,49,0
968,93.1468,93.1599,0.0131,51,D#3,58,58,0
969,93.3565,93.3697,0.0131,44,G#2,63,63,0
970,93.3565,93.3697,0.0131,51,D#3,42,42,0
971,93.4614,93.4746,0.0131,51,D#3,47,47,0
972,93.5663,93.5795,0.0131,40,E2,98,98,0
973,93.5663,93.5795,0.0131,51,D#3,56,56,0
974,93.7761,93.7892,0.0131,44,G#2,63,63,0
975,93.7761,93.7892,0.0131,51,D#3,47,47,0
976,93.8810,93.8941,0.0131,51,D#3,56,56,0
977,93.9859,93.9990,0.0131,51,D#3,49,49,0
978,94.1957,94.2088,0.0131,44,G#2,64,64,0
979,94.1957,94.2088,0.0131,51,D#3,40,40,0
980,94.3006,94.3137,0.0131,51,D#3,40,40,0
981,94.4055,94.4186,0.0131,40,E2,100,100,0
982,94.4055,94.4186,0.0131,51,D#3,56,56,0
983,94.6153,94.6284,0.0131,44,G#2,63,63,0
984,94.6153,94.6284,0.0131,51,D#3,49,49,0
985,94.7202,94.7333,0.0131,51,D#3,49,49,0
986,94.8251,94.8382,0.0131,51,D#3,58,58,0
987,95.0349,95.0480,0.0131,44,G#2,63,63,0
988,95.0349,95.0480,0.0131,51,D#3,42,42,0
989,95.1398,95.1529,0.0131,51,D#3,47,47,0
990,95.2447,95.2578,0.0131,40,E2,98,98,0
991,95.2447,95.2578,0.0131,51,D#3,56,56,0
992,95.4544,95.4676,0.0131,44,G#2,63,63,0
993,95.4544,95.4676,0.0131,51,D#3,47,47,0
994,95.5593,95.5725,0.0131,51,D#3,56,56,0
995,95.6642,95.6774,0.0131,51,D#3,49,49,0
996,95.8740,95.8871,0.0131,44,G#2,64,64,0
997,95.8740,95.8871,0.0131,51,D#3,40,40,0
998,95.9789,95.9920,0.0131,51,D#3,40,40,0
999,96.0838,96.0969,0.0131,40,E2,100,100,0
1000,96.0838,96.0969,0.0131,51,D#3,56,56,0
1001,96.2936,96.3067,0.0131,44,G#2,63,63,0
1002,96.2936,96.3067,0.0131,51,D#3,49,49,0
1003,96.3985,96.4116,0.0131,51,D#3,49,49,0
1004,96.5034,96.5165,0.0131,51,D#3,58,58,0
1005,96.7132,96.7263,0.0131,44,G#2,63,63,0
1006,96.7132,96.7263,0.0131,51,D#3,42,42,0
1007,96.8181,96.8312,0.0131,51,D#3,47,47,0
1008,96.9230,96.9361,0.0131,40,E2,98,98,0
1009,96.9230,96.9361,0.0131,51,D#3,56,56,0
1010,97.1328,97.1459,0.0131,44,G#2,63,63,0
1011,97.1328,97.1459,0.0131,51,D#3,47,47,0
1012,97.2377,97.2508,0.0131,51,D#3,56,56,0
1013,97.3426,97.3557,0.0131,51,D#3,56,56,0
1014,97.5524,97.5655,0.0131,44,G#2,64,64,0
1015,97.5524,97.5655,0.0131,51,D#3,40,40,0
1016,97.6572,97.6704,0.0131,51,D#3,40,40,0
1017,97.7621,97.7753,0.0131,40,E2,100,100,0
1018,97.7621,97.7753,0.0131,51,D#3,56,56,0
1019,97.9719,97.9850,0.0131,44,G#2,63,63,0
1020,97.9719,97.9850,0.0131,51,D#3,49,49,0
1021,98.0768,98.0899,0.0131,51,D#3,49,49,0
1022,98.1817,98.1948,0.0131,51,D#3,58,58,0
1023,98.3915,98.4046,0.0131,44,G#2,63,63,0
1024,98.3915,98.4046,0.0131,51,D#3,42,42,0
1025,98.4964,98.5095,0.0131,51,D#3,47,47,0
1026,98.6013,98.6144,0.0131,40,E2,98,98,0
1027,98.6013,98.6144,0.0131,51,D#3,56,56,0
1028,98.8111,98.8242,0.0131,44,G#2,63,63,0
1029,98.8111,98.8242,0.0131,51,D#3,47,47,0
1030,98.9160,98.9291,0.0131,51,D#3,56,56,0
1031,99.0209,99.0340,0.0131,51,D#3,49,49,0
1032,99.2307,99.2438,0.0131,44,G#2,64,64,0
1033,99.2307,99.2438,0.0131,51,D#3,40,40,0
1034,99.3356,99.3487,0.0131,51,D#3,40,40,0
1035,99.4405,99.4536,0.0131,40,E2,100,100,0
1036,99.4405,99.4536,0.0131,51,D#3,56,56,0
1037,99.6502,99.6634,0.0131,44,G#2,63,63,0
1038,99.6502,99.6634,0.0131,51,D#3,49,49,0
1039,99.7551,99.7683,0.0131,51,D#3,49,49,0
1040,99.8600,99.8732,0.0131,51,D#3,58,58,0
1041,100.0698,100.0829,0.0131,44,G#2,63,63,0
1042,100.0698,100.0829,0.0131,51,D#3,42,42,0
1043,100.1747,100.1878,0.0131,51,D#3,47,47,0
1044,100.2796,100.2927,0.0131,40,E2,98,98,0
1045,100.2796,100.2927,0.0131,51,D#3,56,56,0
1046,100.4894,100.5025,0.0131,44,G#2,63,63,0
1047,100.4894,100.5025,0.0131,51,D#3,47,47,0
1048,100.5943,100.6074,0.0131,51,D#3,56,56,0
1049,100.6992,100.7123,0.0131,36,C2,127,127,0
1050,100.6992,100.7123,0.0131,46,A#2,125,125,0
1051,101.9579,101.9711,0.0131,36,C2,126,126,0
1052,101.9579,101.9711,0.0131,46,A#2,123,123,0
1053,103.2167,103.2298,0.0131,36,C2,127,127,0
1054,103.2167,103.2298,0.0131,46,A#2,122,122,0
1055,104.4754,104.4885,0.0131,36,C2,127,127,0
1056,104.4754,104.4885,0.0131,46,A#2,122,122,0
1057,106.7831,106.7962,0.0131,33,A1,101,101,0
1058,106.7831,106.7962,0.0131,57,A3,92,92,0

# Control Changes for Instrument 12
Time (s),Control Number,Control Name,Value
0.6294,7,Volume,90
0.6294,10,Pan,64
0.6294,11,Control 11,90
0.6337,91,Reverb,70
0.6337,93,Chorus,0
0.8392,100,Control 100,0
0.8392,101,Control 101,0
0.9222,6,Control 6,24
0.9240,100,Control 100,127
0.9240,101,Control 101,127
59.8557,11,Control 11,127

# Instrument 13: Sequence*Demixed 11
Bank,Program,Program Name,Is Drum
0,59,Muted Trumpet,False
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Original Velocity,Note-off Velocity
1,3.4091,3.6232,0.2142,71,B4,124,124,0
2,3.4091,3.6381,0.2290,67,G4,127,127,0
3,3.5664,3.6232,0.0568,71,B4,125,125,0
4,3.5664,3.6381,0.0717,67,G4,126,126,0
5,4.6678,4.8750,0.2072,71,B4,124,124,0
6,4.6678,4.8968,0.2290,67,G4,126,126,0
7,4.8252,4.8750,0.0498,71,B4,124,124,0
8,4.8252,4.8968,0.0717,67,G4,122,122,0
9,5.9266,5.9965,0.0699,71,B4,108,108,0
10,5.9266,5.9965,0.0699,71,B4,125,125,0
11,5.9266,6.0096,0.0830,67,G4,110,110,0
12,5.9266,6.0096,0.0830,67,G4,127,127,0
13,6.2413,6.3287,0.0874,67,G4,127,127,0
14,6.2413,6.3287,0.0874,67,G4,106,106,0
15,6.2413,6.3348,0.0935,71,B4,125,125,0
16,6.2413,6.3348,0.0935,71,B4,110,110,0
17,6.5559,6.6451,0.0892,71,B4,124,124,0
18,6.5559,6.6521,0.0962,67,G4,126,126,0
19,73.8985,74.1564,0.2579,64,E4,127,127,0
20,74.0559,74.1564,0.1005,64,E4,124,124,0
21,74.5279,74.6590,0.1311,64,E4,104,104,0
22,74.6852,74.9623,0.2771,66,F#4,127,127,0
23,74.9999,75.1328,0.1329,64,E4,113,113,0
24,75.1573,75.3146,0.1573,66,F#4,127,127,0
25,75.4720,75.7359,0.2640,67,G4,126,126,0
26,75.7866,75.9501,0.1635,67,G4,125,125,0
27,76.2587,76.3548,0.0962,67,G4,109,109,0
28,76.4160,76.6739,0.2579,66,F#4,127,127,0
29,76.5734,76.7106,0.1372,64,E4,120,120,0
30,76.7307,76.9204,0.1897,66,F#4,127,127,0
31,77.2027,77.4099,0.2072,64,E4,124,124,0
32,77.5174,77.6415,0.1241,64,E4,125,125,0
33,77.8321,77.9414,0.1093,64,E4,116,116,0
34,77.9894,78.2517,0.2622,66,F#4,127,127,0
35,78.3041,78.4090,0.1049,64,E4,102,102,0
36,78.4615,78.6555,0.1941,66,F#4,127,127,0
37,78.9335,79.1232,0.1897,67,G4,125,125,0
38,79.0908,79.1232,0.0323,67,G4,126,126,0
39,79.5629,79.6957,0.1329,67,G4,115,115,0
40,79.7202,79.9623,0.2421,66,F#4,127,127,0
41,80.0349,80.1442,0.1093,64,E4,113,113,0
42,80.1922,80.4169,0.2247,66,F#4,124,124,0
43,80.5069,80.7211,0.2142,71,B4,124,124,0
44,80.5069,80.7359,0.2290,67,G4,127,127,0
45,80.8216,80.8976,0.0760,71,B4,125,125,0
46,80.8216,80.9090,0.0874,67,G4,126,126,0
47,81.7657,81.9728,0.2072,71,B4,124,124,0
48,81.7657,81.9947,0.2290,67,G4,126,126,0
49,82.0803,82.1503,0.0699,71,B4,124,124,0
50,82.0803,82.1677,0.0874,67,G4,122,122,0
51,83.0244,83.0943,0.0699,71,B4,125,125,0
52,83.0244,83.1136,0.0892,67,G4,127,127,0
53,83.1817,83.2578,0.0760,71,B4,108,108,0
54,83.1817,83.2648,0.0830,67,G4,110,110,0
55,83.3391,83.4265,0.0874,67,G4,106,106,0
56,83.3391,83.4326,0.0935,71,B4,110,110,0
57,83.4964,83.6643,0.1678,71,B4,125,125,0
58,83.4964,83.6905,0.1941,67,G4,127,127,0
59,83.6538,83.6643,0.0105,71,B4,124,124,0
60,83.6538,83.6905,0.0367,67,G4,126,126,0
61,101.9055,102.1913,0.2858,55,G3,127,127,0
62,102.2202,102.3557,0.1355,59,B3,122,122,0
63,102.6922,104.4204,1.7281,65,F4,121,121,0
64,104.4230,104.7088,0.2858,64,E4,127,127,0
65,104.7377,104.8731,0.1355,67,G4,122,122,0
66,105.2097,106.4597,1.2500,74,D5,121,121,0

# Control Changes for Instrument 13
Time (s),Control Number,Control Name,Value
0.7080,7,Volume,89
0.7080,10,Pan,64
0.7080,11,Control 11,127
0.7124,91,Reverb,127
0.7124,93,Chorus,127
1.0752,101,Control 101,0
1.0769,100,Control 100,0
1.0795,6,Control 6,12
1.0813,100,Control 100,127
1.0813,101,Control 101,127
73.8242,7,Volume,115
73.8330,11,Control 11,127
101.7001,11,Control 11,96

# Instrument 14: Sequence*Demixed 11
Bank,Program,Program Name,Is Drum
0,28,Electric Guitar (muted),False
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Original Velocity,Note-off Velocity
1,14.2657,14.6521,0.3864,42,F#2,95,95,0
2,15.9965,16.3811,0.3846,43,G2,94,94,0
3,17.5699,17.9589,0.3890,42,F#2,93,93,0
4,19.3007,19.6591,0.3584,43,G2,87,87,0
5,21.0314,21.4440,0.4126,42,F#2,92,92,0
6,22.6049,22.9956,0.3907,43,G2,93,93,0
7,27.6398,28.0113,0.3715,42,F#2,87,87,0
8,29.3706,29.7439,0.3733,43,G2,93,93,0
9,30.9440,31.3636,0.4196,42,F#2,91,91,0
10,32.6748,33.0725,0.3977,43,G2,95,95,0
11,34.4056,34.8007,0.3951,42,F#2,91,91,0
12,36.1363,36.5384,0.4021,43,G2,91,91,0
13,88.0594,88.4309,0.3715,42,F#2,87,87,0
14,89.7901,90.1634,0.3733,43,G2,93,93,0
15,91.3635,91.7831,0.4196,42,F#2,91,91,0
16,93.0943,93.4920,0.3977,43,G2,95,95,0
17,94.8251,95.2202,0.3951,42,F#2,91,91,0
18,96.5558,96.9579,0.4021,43,G2,91,91,0

# Control Changes for Instrument 14
Time (s),Control Number,Control Name,Value
0.7080,7,Volume,89
0.7080,10,Pan,64
0.7080,11,Control 11,127
0.7124,91,Reverb,127
0.7124,93,Chorus,127
1.0752,101,Control 101,0
1.0769,100,Control 100,0
1.0795,6,Control 6,12
1.0813,100,Control 100,127
1.0813,101,Control 101,127
73.8242,7,Volume,115
73.8330,11,Control 11,127
101.7001,11,Control 11,96

# Instrument 15: Sequence*Demixed 11
Bank,Program,Program Name,Is Drum
0,27,Electric Guitar (clean),False
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Original Velocity,Note-off Velocity
1,23.8636,24.0559,0.1923,50,D3,96,96,0
2,24.1783,24.3706,0.1923,50,D3,75,75,0
3,24.3356,24.3706,0.0350,50,D3,64,64,0
4,24.9650,25.1503,0.1853,47,B2,100,100,0
5,25.1224,25.2972,0.1748,45,A2,94,94,0
6,25.4370,26.9886,1.5516,47,B2,102,102,0
7,37.0804,37.2858,0.2054,51,D#3,95,95,0
8,37.3951,38.3321,0.9371,50,D3,95,95,0
9,38.3391,38.5070,0.1678,47,B2,95,95,0
10,38.6538,38.8549,0.2010,45,A2,78,78,0
11,38.8111,40.0891,1.2780,47,B2,95,95,0
12,97.4999,97.7053,0.2054,51,D#3,95,95,0
13,97.8146,98.7516,0.9371,50,D3,95,95,0
14,98.7586,98.9265,0.1678,47,B2,95,95,0
15,99.0733,99.2744,0.2010,45,A2,78,78,0
16,99.2307,100.5086,1.2780,47,B2,95,95,0

# Control Changes for Instrument 15
Time (s),Control Number,Control Name,Value
0.7080,7,Volume,89
0.7080,10,Pan,64
0.7080,11,Control 11,127
0.7124,91,Reverb,127
0.7124,93,Chorus,127
1.0752,101,Control 101,0
1.0769,100,Control 100,0
1.0795,6,Control 6,12
1.0813,100,Control 100,127
1.0813,101,Control 101,127
73.8242,7,Volume,115
73.8330,11,Control 11,127
101.7001,11,Control 11,96

# Instrument 16: Sequence*Demixed 12
Bank,Program,Program Name,Is Drum
0,57,Trombone,False
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Original Velocity,Note-off Velocity
1,3.3540,3.5376,0.1836,61,C#4,109,109,0
2,3.3540,3.5376,0.1836,64,E4,127,127,0
3,3.6364,3.7911,0.1547,61,C#4,120,120,0
4,3.6364,3.7911,0.1547,64,E4,120,120,0
5,4.0533,4.5691,0.5157,35,B1,127,127,0
6,4.6128,4.7963,0.1836,61,C#4,108,108,0
7,4.6128,4.7963,0.1836,64,E4,127,127,0
8,4.8951,5.0498,0.1547,61,C#4,127,127,0
9,4.8951,5.0498,0.1547,64,E4,127,127,0
10,5.3103,5.8147,0.5044,35,B1,127,127,0
11,5.8715,5.9764,0.1049,61,C#4,127,127,0
12,5.8715,5.9764,0.1049,64,E4,127,127,0
13,5.9790,6.0332,0.0542,64,E4,125,125,0
14,5.9790,6.0358,0.0568,61,C#4,127,127,0
15,6.1888,6.2587,0.0699,64,E4,110,110,0
16,6.1888,6.2692,0.0804,61,C#4,114,114,0
17,6.2937,6.4615,0.1678,64,E4,124,124,0
18,6.2937,6.4659,0.1722,61,C#4,127,127,0
19,6.5035,6.5822,0.0787,61,C#4,115,115,0
20,6.5035,6.5865,0.0830,64,E4,111,111,0
21,26.7963,27.0411,0.2448,52,E3,115,115,0
22,27.0690,27.4668,0.3977,55,G3,119,119,0
23,27.4606,28.9466,1.4860,62,D4,112,112,0
24,30.1529,30.3977,0.2448,52,E3,115,115,0
25,30.4257,30.8234,0.3977,55,G3,119,119,0
26,30.8173,32.3033,1.4860,62,D4,112,112,0
27,33.5096,33.7543,0.2448,52,E3,122,122,0
28,33.7823,34.1800,0.3977,55,G3,125,125,0
29,34.1739,35.6599,1.4860,62,D4,127,127,0
30,46.9755,47.2657,0.2902,64,E4,119,119,0
31,47.2727,47.4082,0.1355,67,G4,109,109,0
32,47.6923,48.4545,0.7622,74,D5,108,108,0
33,48.5288,48.6206,0.0918,67,G4,87,87,0
34,48.6713,48.9466,0.2753,70,A#4,127,127,0
35,48.9510,50.0716,1.1206,71,B4,107,107,0
36,50.2097,50.7666,0.5568,67,G4,127,127,0
37,50.7692,51.4659,0.6967,66,F#4,89,89,0
38,51.4685,51.5576,0.0892,59,B3,79,79,0
39,51.6057,51.8837,0.2780,64,E4,87,87,0
40,51.8854,52.9082,1.0227,61,C#4,91,91,0
41,53.6888,53.9790,0.2902,64,E4,119,119,0
42,53.9860,54.1214,0.1355,67,G4,109,109,0
43,54.4055,55.1678,0.7622,74,D5,108,108,0
44,55.2421,55.3339,0.0918,67,G4,87,87,0
45,55.3846,55.6599,0.2753,70,A#4,127,127,0
46,55.6643,56.7849,1.1206,71,B4,107,107,0
47,56.9230,57.4798,0.5568,67,G4,127,127,0
48,57.4825,58.1791,0.6967,66,F#4,89,89,0
49,58.1818,58.2709,0.0892,59,B3,79,79,0
50,58.3190,58.5970,0.2780,63,D#4,87,87,0
51,58.5987,59.6214,1.0227,64,E4,91,91,0
52,60.4020,60.6922,0.2902,64,E4,127,127,0
53,60.6992,60.8347,0.1355,67,G4,121,121,0
54,61.1188,61.8811,0.7622,74,D5,125,125,0
55,61.9554,62.0471,0.0918,67,G4,112,112,0
56,62.0978,62.3732,0.2753,70,A#4,127,127,0
57,62.3776,63.4982,1.1206,71,B4,126,126,0
58,63.6363,64.1931,0.5568,67,G4,127,127,0
59,64.1957,64.8924,0.6967,66,F#4,122,122,0
60,64.8950,64.9842,0.0892,59,B3,108,108,0
61,65.0323,65.3102,0.2780,64,E4,122,122,0
62,65.3120,66.3347,1.0227,61,C#4,114,114,0
63,67.1153,67.4055,0.2902,64,E4,127,127,0
64,67.4125,67.5480,0.1355,67,G4,116,116,0
65,67.8321,68.5943,0.7622,74,D5,126,126,0
66,68.6686,68.7604,0.0918,67,G4,108,108,0
67,68.8111,69.0865,0.2753,70,A#4,127,127,0
68,69.0908,70.2115,1.1206,71,B4,124,124,0
69,70.3496,70.9064,0.5568,67,G4,127,127,0
70,70.9090,71.6057,0.6967,66,F#4,124,124,0
71,71.6083,71.6975,0.0892,59,B3,108,108,0
72,71.7456,72.0235,0.2780,63,D#4,117,117,0
73,72.0253,73.0480,1.0227,64,E4,127,127,0
74,73.8391,74.0358,0.1967,55,G3,127,127,0
75,74.1275,74.2569,0.1294,55,G3,117,117,0
76,74.5541,74.6678,0.1136,55,G3,107,107,0
77,74.6721,74.9536,0.2815,57,A3,127,127,0
78,74.9580,75.0917,0.1337,55,G3,94,94,0
79,75.0961,75.2622,0.1661,57,A3,121,121,0
80,75.5218,75.7053,0.1836,59,B3,127,127,0
81,75.8041,75.9588,0.1547,59,B3,119,119,0
82,76.2211,76.3522,0.1311,59,B3,104,104,0
83,76.3548,76.6407,0.2858,59,B3,126,126,0
84,76.6433,76.7788,0.1355,59,B3,101,101,0
85,76.7805,76.9361,0.1556,59,B3,127,127,0
86,77.1983,77.4055,0.2072,55,G3,127,127,0
87,77.4842,77.6109,0.1267,55,G3,118,118,0
88,77.9064,78.0261,0.1198,55,G3,102,102,0
89,78.0375,78.4457,0.4082,59,B3,125,125,0
90,78.4571,78.6162,0.1591,59,B3,127,127,0
91,78.8784,79.0664,0.1879,59,B3,127,127,0
92,79.1625,79.3400,0.1774,59,B3,118,118,0
93,79.5803,79.7202,0.1399,59,B3,105,105,0
94,79.7219,80.1197,0.3977,59,B3,127,127,0
95,80.1354,80.2683,0.1329,59,B3,125,125,0
96,80.5567,80.7403,0.1836,61,C#4,109,109,0
97,80.5567,80.7403,0.1836,64,E4,127,127,0
98,80.8391,80.9938,0.1547,61,C#4,120,120,0
99,80.8391,80.9938,0.1547,64,E4,120,120,0
100,81.2560,81.7718,0.5157,35,B1,127,127,0
101,81.8155,81.9990,0.1836,61,C#4,108,108,0
102,81.8155,81.9990,0.1836,64,E4,127,127,0
103,82.0978,82.2525,0.1547,61,C#4,127,127,0
104,82.0978,82.2525,0.1547,64,E4,127,127,0
105,82.5130,83.0174,0.5044,35,B1,127,127,0
106,83.0742,83.1791,0.1049,61,C#4,127,127,0
107,83.0742,83.1791,0.1049,64,E4,127,127,0
108,83.1817,83.2386,0.0568,61,C#4,127,127,0
109,83.1817,83.2386,0.0568,64,E4,127,127,0
110,83.3915,83.4719,0.0804,61,C#4,114,114,0
111,83.3915,83.4719,0.0804,64,E4,114,114,0
112,83.4964,83.6686,0.1722,61,C#4,127,127,0
113,83.4964,83.6686,0.1722,64,E4,127,127,0
114,83.7062,83.7866,0.0804,61,C#4,114,114,0
115,83.7062,83.7866,0.0804,64,E4,114,114,0
116,100.6817,100.9719,0.2902,52,E3,119,119,0
117,100.9789,101.1144,0.1355,55,G3,109,109,0
118,101.3985,106.5663,5.1678,62,D4,108,108,0

# Control Changes for Instrument 16
Time (s),Control Number,Control Name,Value
0.6949,7,Volume,100
0.6949,10,Pan,90
0.6949,11,Control 11,110
0.6993,91,Reverb,127
0.6993,93,Chorus,0
0.9441,101,Control 101,0
0.9458,100,Control 100,0
0.9484,6,Control 6,2
0.9502,100,Control 100,127
0.9502,101,Control 101,127
27.8208,1,Modulation,8
27.8601,1,Modulation,27
27.8977,1,Modulation,40
27.9370,1,Modulation,49
27.9519,11,Control 11,108
27.9764,1,Modulation,55
28.0131,1,Modulation,61
28.0463,1,Modulation,66
28.0638,11,Control 11,107
28.0830,1,Modulation,71
28.1180,11,Control 11,106
28.1223,1,Modulation,75
28.1512,11,Control 11,105
28.1617,1,Modulation,78
28.1862,11,Control 11,104
28.1993,1,Modulation,79
28.2229,11,Control 11,102
28.2535,1,Modulation,81
28.2561,11,Control 11,99
28.2928,1,Modulation,83
28.2954,11,Control 11,97
28.3304,1,Modulation,84
28.3321,11,Control 11,95
28.3846,1,Modulation,87
28.3872,11,Control 11,90
28.4222,1,Modulation,89
28.4309,11,Control 11,87
28.4545,1,Modulation,90
28.4703,11,Control 11,85
28.4921,1,Modulation,91
28.5140,11,Control 11,81
28.5463,1,Modulation,94
28.5550,11,Control 11,79
28.6031,11,Control 11,75
28.6075,1,Modulation,97
28.6451,11,Control 11,71
28.6468,1,Modulation,99
28.6844,11,Control 11,69
28.6993,1,Modulation,101
28.7299,11,Control 11,66
28.7473,1,Modulation,103
28.7867,11,Control 11,61
28.8155,1,Modulation,101
28.8243,11,Control 11,59
28.8610,1,Modulation,95
28.8741,11,Control 11,54
28.9003,1,Modulation,89
28.9178,11,Control 11,50
28.9397,1,Modulation,77
28.9703,11,Control 11,45
28.9772,1,Modulation,55
29.0035,11,Control 11,43
29.0096,1,Modulation,32
29.0472,1,Modulation,0
29.0620,11,Control 11,41
30.0148,11,Control 11,110
31.1774,1,Modulation,8
31.2168,1,Modulation,27
31.2543,1,Modulation,40
31.2937,1,Modulation,49
31.3085,11,Control 11,108
31.3330,1,Modulation,55
31.3697,1,Modulation,61
31.4029,1,Modulation,66
31.4204,11,Control 11,107
31.4397,1,Modulation,71
31.4746,11,Control 11,106
31.4790,1,Modulation,75
31.5078,11,Control 11,105
31.5183,1,Modulation,78
31.5428,11,Control 11,104
31.5559,1,Modulation,79
31.5795,11,Control 11,102
31.6101,1,Modulation,81
31.6127,11,Control 11,99
31.6494,1,Modulation,83
31.6521,11,Control 11,97
31.6870,1,Modulation,84
31.6888,11,Control 11,95
31.7412,1,Modulation,87
31.7438,11,Control 11,90
31.7788,1,Modulation,89
31.7876,11,Control 11,87
31.8112,1,Modulation,90
31.8269,11,Control 11,85
31.8487,1,Modulation,91
31.8706,11,Control 11,81
31.8925,1,Modulation,0
34.5341,1,Modulation,8
34.5734,1,Modulation,27
34.6110,1,Modulation,40
34.6503,1,Modulation,49
34.6652,11,Control 11,108
34.6897,1,Modulation,55
34.7264,1,Modulation,61
34.7596,1,Modulation,66
34.7771,11,Control 11,107
34.7963,1,Modulation,71
34.8313,11,Control 11,106
34.8356,1,Modulation,75
34.8645,11,Control 11,105
34.8750,1,Modulation,78
34.8994,11,Control 11,104
34.9126,1,Modulation,79
34.9362,11,Control 11,102
34.9667,1,Modulation,81
34.9694,11,Control 11,99
35.0061,1,Modulation,83
35.0087,11,Control 11,97
35.0437,1,Modulation,84
35.0454,11,Control 11,95
35.0979,1,Modulation,87
35.1005,11,Control 11,90
35.1355,1,Modulation,89
35.1442,11,Control 11,87
35.1678,1,Modulation,90
35.1835,11,Control 11,85
35.2054,1,Modulation,91
35.2272,11,Control 11,81
36.0445,1,Modulation,0
46.9361,11,Control 11,127
48.0026,1,Modulation,6
48.0419,1,Modulation,18
48.0743,1,Modulation,29
48.1136,1,Modulation,43
48.1529,1,Modulation,57
48.1923,1,Modulation,70
48.2316,1,Modulation,79
48.2709,1,Modulation,87
48.3190,1,Modulation,93
48.3522,1,Modulation,97
48.3846,1,Modulation,100
48.4309,1,Modulation,97
48.4702,1,Modulation,84
48.5026,1,Modulation,71
48.5419,1,Modulation,40
48.5812,1,Modulation,0
49.1844,1,Modulation,8
